order_id,creation_datetime,cod_value_sgd,granular_status,rts_flag,order_type,shipper_id,shipper_reference_number,delivery_type,pickup_hub_id,pickup_datetime,pickup_attempts,pickup_driver_id,description,from_city,to_city,dest_province_code,delivery_success_hub_id,delivery_success_datetime,rts_trigger_datetime,delivery_attempts,first_valid_delivery_attempt_datetime,first_valid_delivery_attempt_status,second_valid_delivery_attempt_datetime,second_valid_delivery_attempt_status,third_valid_delivery_attempt_datetime,third_valid_delivery_attempt_status,last_valid_delivery_attempt_datetime,last_valid_delivery_attempt_status,first_failure_reason,second_failure_reason,third_failure_reason,last_failure_reason,delivery_driver_id,items,weight,width,height,length,parcel_size,created_month,row_num,total_rows_per_month
199588553,2022-01-13T10:15:17,,Completed,0,Normal,3756270,VN226696225598N,3 Days - Day/Night,103629,2022-01-14T15:31:04,2,1430615,Không đủ thời gian để tài xế hoàn thành lộ trình,,Quận 7,HCM,147,2022-01-17T11:40:38,,1,2022-01-17T11:40:38,Success,,,,,2022-01-17T11:40:38,Success,,,,,1271863,"[{""item_name"":""Lotion Hadalabo 170ml mẫu mới nhất"",""item_quantity"":2},{""item_name"":""Nhỏ mắt V Rohto/cận sancoba nội địa Nhật các loại"",""item_quantity"":5},{""item_name"":""Kem dưỡng da Kose collagen Ex cho da lão hoá 100g"",""item_quantity"":1}]",1.6,0.0,0.0,0.0,s,2022-01,17,24805
198100870,2022-01-08T07:55:50,6.53,Completed,0,Normal,6333203,331298045445262,3 Days - Anytime,103756,2022-01-08T18:39:12,1,1416394,,,,HN,996,2022-01-11T09:13:28,,1,2022-01-11T09:13:28,Success,,,,,2022-01-11T09:13:28,Success,,,,,1315314,"QUẦN ÁO NỮ, SET ÁO MÈO VÀ CHUỘT IN HÌNH 5D KÈM QUẦN KẺ VÀ QUẦN ỐNG RỘNG (1476341442_VNAMZ-6140962875) x1 (89000.0VND)",0.05,5.0,5.0,5.0,l,2022-01,18,24805
203063379,2022-01-25T15:13:28,,Completed,0,Normal,7265949,,3 Days - Anytime,696,2022-01-25T15:30:40,1,1423258,,,,BIT,211,2022-01-27T12:28:49,,1,2022-01-27T12:28:49,Success,,,,,2022-01-27T12:28:49,Success,,,,,1361740,,0.1,,,,s,2022-01,19,24805
201959429,2022-01-20T19:43:32,,Completed,0,Normal,4331266,VN220382750109V,3 Days - Day/Night,222,2022-01-21T12:17:55,1,1112942,,,Huyện Đức Thọ,HAT,1044,2022-01-24T15:52:06,,1,2022-01-24T15:52:06,Success,,,,,2022-01-24T15:52:06,Success,,,,,1434058,"[{""item_name"":""[FREESHIP TỪ 50K][Mua lẻ với giá sỉ] Mút tán kem nền Maycreate MK15"",""item_quantity"":1},{""item_name"":""Túi Đựng Mỹ Phẩm Du Lịch Chống Thấm Nước"",""item_quantity"":1},{""item_name"":""Bông tẩy trang 222 miếng Lameila BTT222"",""item_quantity"":1},{""item_name"":""Tất Nhún Vớ Nữ Nhún Cổ Cao phong cách Hàn Quốc"",""item_quantity"":2}]",0.475,0.0,0.0,0.0,s,2022-01,20,24805
200340835,2022-01-15T14:53:04,,Completed,0,Normal,6527229,,3 Days - Anytime,399,2022-01-15T15:11:20,1,1360895,,,,VIP,149,2022-01-18T12:33:38,,1,2022-01-18T12:33:38,Success,,,,,2022-01-18T12:33:38,Success,,,,,1032882,,0.4,,,,s,2022-01,21,24805
200129098,2022-01-15T08:47:06,,Completed,0,Normal,5796891,S2086355O385588,3 Days - Anytime,62,2022-01-19T10:56:31,13,1411390,Không có kiện hàng,,Huyện Chi Lăng,LAS,1051,2022-01-21T18:24:26,,1,2022-01-21T18:24:26,Success,,,,,2022-01-21T18:24:26,Success,,,,,1315034,,0.111,,,,s,2022-01,22,24805
196586559,2022-01-02T14:24:44,,Completed,0,Normal,3859592,VN220503614430A,3 Days - Day/Night,216,2022-01-03T10:40:22,2,1364130,Người gửi không nghe máy hoặc địa chỉ không có người gửi,,Thành Phố Lạng Sơn,LAS,230,2022-01-06T10:39:38,,1,2022-01-06T10:39:38,Success,,,,,2022-01-06T10:39:38,Success,,,,,1142431,"[{""item_name"":""Quần âu nam NPV vải lụa hàn co giãn,Quần baggy nam ống rộng không nhăn không xù loại tây âu Premium thời trang"",""item_quantity"":1},{""item_name"":""Áo sơ mi nam dài tay NPV cổ bẻ, áo sơ mi trắng vải lụa nến không nhăn không xù"",""item_quantity"":1},{""item_name"":""Áo sơ mi nam dài tay NPV cổ bẻ, áo sơ mi trắng vải lụa nến không nhăn không xù"",""item_quantity"":1},{""item_name"":""Quần sooc đũi nam NPV chất đũi mềm mát, quần short thể thao chuẩn form cạp chun dây rút"",""item_quantity"":1},{""item_name"":""Quần sooc đũi nam NPV chất đũi mềm mát, quần short thể thao chuẩn form cạp chun dây rút"",""item_quantity"":1},{""item_name"":""Bộ Quần Áo Đũi Nam NPV chất vải đũi thái loại dày bộ đồ nam vải đũi trẻ trung"",""item_quantity"":1},{""item_name"":""Bộ Quần Áo Đũi Nam NPV chất vải đũi thái loại dày bộ đồ nam vải đũi trẻ trung"",""item_quantity"":1},{""item_name"":""Quần baggy nam cạp cao NPV ống rộng vải Hàn cao cấp, co giãn phân loại tây âu lịch lãm"",""item_quantity"":1},{""item_name"":""Quần baggy nam cạp cao NPV ống rộng vải Hàn cao cấp, co giãn phân loại tây âu lịch lãm"",""item_quantity"":1}]",1.32,0.0,0.0,0.0,s,2022-01,23,24805
200753443,2022-01-16T22:05:29,,Completed,0,Normal,4119748,VN223966178364I,3 Days - Day/Night,1211,2022-01-18T13:16:45,1,1316000,,,Thị Xã Đông Hòa,PHY,670,2022-01-22T13:13:56,,1,2022-01-22T13:13:56,Success,,,,,2022-01-22T13:13:56,Success,,,,,1075024,"[{""item_name"":""Set Yêm Dạ Kẻ Áo Sơmi Kèm Yếm Siêu Xinh Có Ảnh Thật Kèm Video"",""item_quantity"":1}]",0.1,0.0,0.0,0.0,s,2022-01,24,24805
201154851,2022-01-18T08:19:00,,Completed,0,Normal,3863416,VN223363067280R,3 Days - Day/Night,992,2022-01-18T16:32:37,1,1300943,,,Thị Xã Hồng Lĩnh,HAT,1044,2022-01-21T20:40:44,,1,2022-01-21T20:40:44,Success,,,,,2022-01-21T20:40:44,Success,,,,,1281045,"[{""item_name"":""[Hot] Máy Đánh Trứng Cầm Tay 7 Tốc Độ Công Suất 180W"",""item_quantity"":1},{""item_name"":""Khẩu trang cá KF94 4D 4 lớp chống bụi mịn và kháng khuẩn kiểu hàn quốc thùng 300 cái - T2K Shop"",""item_quantity"":1}]",0.7,0.0,0.0,0.0,s,2022-01,25,24805
198996264,2022-01-11T08:07:46,,Completed,0,Normal,6164153,VN225116176746M,3 Days - Day/Night,1002,2022-01-11T17:52:13,1,1209147,,,Huyện Văn Lâm,HY,103758,2022-01-12T20:05:07,,1,2022-01-12T20:05:07,Success,,,,,2022-01-12T20:05:07,Success,,,,,1295595,"[{""item_name"":""Bộ đồ thu đông Houston  Set bộ nỉ da cá cao cấp basic in chữ có bo đẹp dày dặn, form rộng, unisex"",""item_quantity"":1}]",0.45,0.0,0.0,0.0,s,2022-01,26,24805
200714546,2022-01-16T17:46:33,,Completed,0,Normal,4022514,VN2299551525845,3 Days - Day/Night,103629,2022-01-17T17:59:00,1,1417036,,,Quận Long Biên,HN,103629,2022-01-18T16:18:37,,1,2022-01-18T16:18:37,Success,,,,,2022-01-18T16:18:37,Success,,,,,1417032,"[{""item_name"":""[Mã GROXUAN1 giảm 8% đơn 150K] 1kg bột mì Bakers’ Choice số 13"",""item_quantity"":2},{""item_name"":""[Mã GROXUAN1 giảm 8% đơn 150K] Hộp 5 gói men khô Mauripan gói 10gr, dùng làm bánh mỳ, bánh bao"",""item_quantity"":2}]",2.02,20.0,5.0,16.0,s,2022-01,27,24805
202246660,2022-01-21T20:27:41,2.18,Completed,0,Normal,4573084,335983350518155,3 Days - Anytime,103666,2022-01-22T08:59:14,1,1427131,,,,SOT,96,2022-01-25T16:03:19,,1,2022-01-25T16:03:19,Success,,,,,2022-01-25T16:03:19,Success,,,,,1422669,Sơn Xịt Mạ Chrome KT Bosny - Bình Sợn Xịt Mạ Crom Inox - Sơn Mạ Kẽm Màu Bạc (1250342728_VNAMZ-4660141155) x1 (73000VND),0.5,7.0,7.0,23.0,s,2022-01,28,24805
202595480,2022-01-23T11:17:53,,Completed,0,Normal,6807945,VN229930279922J,3 Days - Day/Night,1002,2022-01-23T18:10:41,5,1203375,Người gửi không nghe máy hoặc địa chỉ không có người gửi,,Quận Nam Từ Liêm,HN,103781,2022-01-24T17:03:27,,1,2022-01-24T17:03:27,Success,,,,,2022-01-24T17:03:27,Success,,,,,1428021,"[{""item_name"":""Áo nỉ hoodie trẻ em BATALA KIDS, áo nỉ cho bé trai bé gái thêu họa tiết dày dặn cho bé từ 1-6 tuổi"",""item_quantity"":1},{""item_name"":""Áo hoodie cho bé BATALA KIDS áo nỉ bông mặt gấu dày dặn bé trai bé gái từ 10-25kg"",""item_quantity"":1},{""item_name"":""Áo nỉ cho bé BATALA KIDS, hoodie cho bé trai và bé gái dày dặn in chữ ABC phong cách Hàn Quốc từ 1-5 tuổi"",""item_quantity"":1}]",0.6,0.0,0.0,0.0,s,2022-01,29,24805
198577007,2022-01-09T22:26:29,,Completed,0,Normal,6334398,VN223216589280A,3 Days - Day/Night,466,2022-01-10T17:25:05,3,1408815,Người gửi không nghe máy hoặc địa chỉ không có người gửi,,Huyện Cần Giuộc,LA,463,2022-01-14T16:00:09,,1,2022-01-14T16:00:09,Success,,,,,2022-01-14T16:00:09,Success,,,,,1146769,"[{""item_name"":""[Ảnh thật/video/hàng QC] Áo sơ mi lụa loại 1, sơmi cộc tay có dây rút hông"",""item_quantity"":1}]",0.01,0.0,0.0,0.0,s,2022-01,30,24805
201691064,2022-01-19T21:21:20,1.16,Completed,0,Normal,6732652,VN226933683993O,3 Days - Day/Night,103756,2022-01-20T18:07:56,1,1416394,,,Huyện Lạc Sơn,HOB,435,2022-01-22T11:58:04,,1,2022-01-22T11:58:04,Success,,,,,2022-01-22T11:58:04,Success,,,,,1354729,"[{""item_name"":""Thuốc nhuộm tóc Thái Lan , thuốc nhuộm phủ bạc đen, nhuộm   A1 A2 (đã kèm oxy trợ nhuộm)"",""item_quantity"":1}]",0.15,10.0,5.0,5.0,s,2022-01,31,24805
201919099,2022-01-20T16:21:20,8.82,Completed,0,Normal,5641708,VN222488246772M,3 Days - Day/Night,130,2022-01-20T17:02:05,1,1271911,,,Huyện Tuy An,PHY,534,2022-01-25T20:51:14,,1,2022-01-25T20:51:14,Success,,,,,2022-01-25T20:51:14,Success,,,,,1138420,"[{""item_name"":""Thay nắp lưng Samsung Galaxy A7 2016( A710)_Có Khắc Ime Sau Thay Rất Khớp"",""item_quantity"":2}]",0.4,12.0,5.0,5.0,s,2022-01,32,24805
200811522,2022-01-17T08:26:54,,Completed,0,Normal,5194463,VN227807707907V,3 Days - Day/Night,222,2022-01-18T16:57:42,1,1186709,,,Quận 3,HCM,236,2022-01-21T09:56:59,,1,2022-01-21T09:56:59,Success,,,,,2022-01-21T09:56:59,Success,,,,,1318421,"[{""item_name"":""[Mã FARSBR152 giảm 10% đơn 250K] Đồng Hồ Nữ PAGINI PA6624 Mặt chữ nhật Dây Da Cao Cấp Mặt Kính Chống Xước, Chống Nước"",""item_quantity"":1},{""item_name"":""[Mã FARSBR152 giảm 10% đơn 250K] Lì xì năm mới Pagini may mắn phát lộc, thiết kế đáng yêu nhiều màu xinh xắn"",""item_quantity"":1}]",0.15,0.0,0.0,0.0,s,2022-01,33,24805
202745754,2022-01-24T08:39:08,,Completed,0,Normal,4218520,VN225920840487A,3 Days - Day/Night,1211,2022-01-24T17:52:14,1,1419179,,,Quận Hoàng Mai,HN,222,2022-01-25T14:33:23,,1,2022-01-25T14:33:23,Success,,,,,2022-01-25T14:33:23,Success,,,,,1411848,"[{""item_name"":""BÁN SỈ ÁO LÓT XUẤT MỸ SIÊU ĐẨY CHO NỮ - Mút kép hàng đẹp"",""item_quantity"":1},{""item_name"":""BÁN SỈ ÁO LÓT XUẤT MỸ SIÊU ĐẨY CHO NỮ - Mút kép hàng đẹp"",""item_quantity"":1}]",0.3,0.0,0.0,0.0,s,2022-01,34,24805
203416920,2022-01-29T07:00:00,,Completed,0,Normal,6394928,VN221833755921P,3 Days - Day/Night,205,2022-01-29T12:17:06,1,1316895,,,Huyện Krông Bông,DAK,1202,2022-02-08T13:39:44,,1,2022-02-08T13:39:44,Success,,,,,2022-02-08T13:39:44,Success,,,,,1428141,"[{""item_name"":""Nắp Kính Fivestar Dùng Cho Nồi Và Chảo 16/18/20/24cm/26cm/28cm/30cm ( dùng đẩy năp)"",""item_quantity"":1},{""item_name"":""Nắp Kính Fivestar Dùng Cho Nồi Và Chảo 16/18/20/24cm/26cm/28cm/30cm ( dùng đẩy năp)"",""item_quantity"":1}]",0.8,0.0,0.0,0.0,s,2022-01,35,24805
200317305,2022-01-15T14:13:10,,Returned to Sender,1,Normal,7245817,VN227482145593S,3 Days - Day/Night,103679,2022-01-15T15:30:57,1,1428149,,,,DAK,103679,2022-01-19T16:33:31,2022-01-17T23:27:32,1,2022-01-17T14:40:11,Fail,,,,,2022-01-17T14:40:11,Fail,Khách hàng muốn hủy đơn hàng,,,Khách hàng muốn hủy đơn hàng,1428149,"[{""item_name"":""Áo chống tụt không dây cài trước cao cấp mặc váy hở lưng vai sang xịn"",""item_quantity"":1}]",0.1,0.0,0.0,0.0,s,2022-01,36,24805
201219375,2022-01-18T11:15:14,58.79,Completed,0,Normal,4518316,VN224631941016J,3 Days - Day/Night,1230,2022-01-18T16:46:56,2,1338335,Shop hẹn ngày giờ lấy,,Thành Phố Thanh Hóa,THH,141,2022-01-20T11:43:55,,2,2022-01-19T20:30:32,Fail,2022-01-20T11:43:55,Success,,,2022-01-20T11:43:55,Success,Khách hàng yêu cầu thay đổi ngày/giờ giao,,,,1046202,"[{""item_name"":""Thảm trải sàn bếp sợi vải dệt 3 lớp chống trơn trượt thấm hút nước tốt cho phòng bếp Ghome TB21M2"",""item_quantity"":1},{""item_name"":""Thảm trải sàn bếp sợi vải dệt 3 lớp chống trơn trượt thấm hút nước tốt cho phòng bếp Ghome TB21M2"",""item_quantity"":1},{""item_name"":""Hộp đựng đồ lót Ghome đa năng gọn nhe chia ngăn siêu tiện lợi rộng 33x27cm TV08"",""item_quantity"":2}]",5.292776757110778,0.0,0.0,0.0,s,2022-01,37,24805
199926788,2022-01-14T14:17:57,11.65,Completed,0,Normal,5820919,S2670476O42131,3 Days - Anytime,15,2022-01-14T15:42:53,,,,,Huyện Thanh Miện,HD,1127,2022-01-15T19:04:56,,1,2022-01-15T19:04:56,Success,,,,,2022-01-15T19:04:56,Success,,,,,1242657,,15.0,,,,l,2022-01,38,24805
197439141,2022-01-05T13:42:41,,Completed,0,Normal,7199896,,3 Days - Anytime,103782,2022-01-05T18:40:24,,,,,,HD,1127,2022-01-06T09:24:24,,1,2022-01-06T09:24:24,Success,,,,,2022-01-06T09:24:24,Success,,,,,1236497,,2.0,,,,s,2022-01,39,24805
201116772,2022-01-18T01:23:23,24.51,Completed,0,Normal,372455,335024731139302,3 Days - Anytime,15,2022-01-21T17:25:55,,,,,,ANG,103693,2022-01-24T12:26:29,,1,2022-01-24T12:26:29,Success,,,,,2022-01-24T12:26:29,Success,,,,,1429361,10000RPM Một Chiếc Bút T Attoo Xoay Máy Trang Điểm Vĩnh Viễn Lai Cung Cấp Động Cơ Yên Tĩnh Mạnh Mẽ (421608762_VNAMZ-746338269) x1 (403970.00VND),0.37,12.0,4.0,18.0,s,2022-01,40,24805
201535725,2022-01-19T11:54:23,,Completed,0,Normal,5827679,335334378694293,3 Days - Anytime,12,2022-01-19T23:51:56,,,,,,GIL,952,2022-01-21T18:25:32,,1,2022-01-21T18:25:32,Success,,,,,2022-01-21T18:25:32,Success,,,,,1443430,"Máy sấy tóc mini Nova dễ thương - máy sấy tóc mini công suất nhỏ siêu đáng yêu - mấy sấy tóc mini gia đình - máy sấy tóc mini dành cho bạn gái - máy sấy tóc Nova 1000w (1238405162_VNAMZ-4606667408) x1 (47334.00VND), ( Qùa Tặng ) móc treo dán tường siêu dính chịu lực 10kg (1689382939_VNAMZ-7496929956) x1 (6000.00VND)",0.7,10.0,7.0,15.0,s,2022-01,41,24805
197327226,2022-01-05T08:38:38,,Completed,0,Normal,3757694,VN223156230322D,3 Days - Day/Night,1239,2022-01-05T13:53:27,1,1393173,,,Huyện Phước Long,BAL,353,2022-01-07T09:59:51,,1,2022-01-07T09:59:51,Success,,,,,2022-01-07T09:59:51,Success,,,,,1436728,"[{""item_name"":""Tinh Chất Dưỡng Ẩm Cosmedica - Pure Hyaluronic Acid Serum (60ml)"",""item_quantity"":1}]",0.1,0.0,0.0,0.0,s,2022-01,42,24805
201381051,2022-01-18T20:13:45,8.18,Completed,0,Normal,372455,333955580452587,3 Days - Anytime,12,2022-01-22T19:38:36,,,,,,THH,445,2022-01-26T14:29:34,,1,2022-01-26T14:29:34,Success,,,,,2022-01-26T14:29:34,Success,,,,,1133360,"Giày Lolita, Giày Nữ Mary Jane Nhật Bản, Giày Cao Gót Đồng Phục Cho Nữ Sinh Viên JK Cổ Điển Cosplay Ngoại Cỡ (1488813826_VNAMZ-6218260524) x1 (183480.00VND)",0.8,10.0,10.0,10.0,s,2022-01,43,24805
198231781,2022-01-08T13:39:47,,Completed,0,Normal,3767430,VN227893646590N,3 Days - Day/Night,1214,2022-01-08T15:37:26,1,1315650,,,Thành Phố Việt Trì,PTH,151,2022-01-11T15:38:29,,2,2022-01-10T17:28:52,Fail,2022-01-11T15:38:29,Success,,,2022-01-11T15:38:29,Success,Khách hàng yêu cầu thay đổi ngày/giờ giao,,,,1196907,"[{""item_name"":""[Mã GROADO1 giảm 10K đơn 50K] Yến mạch đức Hafer Flocken 500g date mới"",""item_quantity"":1},{""item_name"":""[Mã GROADO1 giảm 10K đơn 50K] Yến mạch đức Hafer Flocken 500g date mới"",""item_quantity"":2}]",1.5,10.0,10.0,5.0,s,2022-01,44,24805
203398529,2022-01-28T15:48:04,,Completed,0,Normal,4105442,VN221311895194F,3 Days - Day/Night,855,2022-01-29T14:49:29,2,,Shop hẹn ngày giờ lấy,,Huyện Đoan Hùng,PTH,103866,2022-02-06T12:41:35,,1,2022-02-06T12:41:35,Success,,,,,2022-02-06T12:41:35,Success,,,,,1375857,"[{""item_name"":""Que thử rụng trứng điện tử Clearblue hộp 2 nấc thử"",""item_quantity"":1}]",0.2,0.0,0.0,0.0,s,2022-01,45,24805
202226250,2022-01-21T17:58:58,0.52,Completed,0,Normal,6073111,,3 Days - Anytime,228,2022-01-21T18:36:09,1,1398771,,,,QUA,1185,2022-01-22T11:27:36,,1,2022-01-22T11:27:36,Success,,,,,2022-01-22T11:27:36,Success,,,,,1419604,,0.3,,,,s,2022-01,46,24805
